qs_new,original_text,trans,final_climate,manifesto_id,year,party,country,language,date,source,is_primary_doc,handbook,partyname,partyabbrev,parfam,pervote,party_id,kw_cc,kw_c,kw_gw,kw_cer,kw_se,any_kw
88820_201610_2510,"Būtina aiškiai sutvarkyti įstatyminę bazę, reglamentuojančią valstybės veiksmus krizių atveju pritaikyti ją prie šiandieninių iššūkių, tokių kaip branduolinių ar cheminių katastrofų, karinės atakos grėsmė, panaikinti nuostatas, sukuriančias priešpriešas atsakingų institucijų veikloje, sukurti visuomenės informavimo apie grėsmes sistemą.","It is necessary to clearly organize the legal framework regulating the actions of the state in case of crises, to adapt it to today's challenges, such as nuclear or chemical catastrophes, the threat of a military attack, to abolish the provisions that create contradictions in the activities of the responsible institutions, to create a system of informing the public about threats.",0,88820_201610,2016,88820,Lithuania,lithuanian,201610,MARPOR,TRUE,5,Lithuanian Peasant and Green Union,LVŽS,80,22.452,88820,0,0,0,0,0,0
31021_201206_0410,"Nous mettrons en œuvre un plan de transition écologique de l'agriculture en vue de faire de l'agriculture française un modèle d'agriculture de qualité, sans OGM, largement autonome en ressources non renouvelables, relocalisée, participant à la santé publique des consommateurs et contribuant à la lutte contre le réchauffement climatique.","We will implement an ecological transition plan for agriculture with a view to making French agriculture a model of quality agriculture, without GMOs, largely self-sufficient in non-renewable resources, relocated, participating in the public health of consumers and contributing to the fight against global warming.",1,31021_201206,2012,31021,France,french,201206,MARPOR,TRUE,4,Left Front,FDG,20,6.909,31021,1,1,1,1,0,1
88820_201610_0939,"Tačiau dėl žmogaus veiklos, kurios šalutiniu rezultatu neretai yra buveinių̨ sunaikinimas, gamtinių išteklių̨ išeikvojimas, invazinis svetimų rūšių̨ išplitimas ir klimato kaita, beveik ketvirčiui laukinių rūšių̨ gresia pavojus išnykti, o didžioji dalis ekosistemų̨ yra tokios blogos būkles, kad nebeįstengia atlikti svarbių funkcijų̨.","However, due to human activities, which often result in the destruction of habitats, the depletion of natural resources, the invasive spread of alien species, and climate change, almost a quarter of wild species are at risk of extinction, and the majority of ecosystems are in such a bad state that they are no longer able to perform important functions.",1,88820_201610,2016,88820,Lithuania,lithuanian,201610,MARPOR,TRUE,5,Lithuanian Peasant and Green Union,LVŽS,80,22.452,88820,0,1,0,1,0,1
53320_200705_0897,"Different combinations of insulation options, window replacement and/or installation of renewable energy technologies will be available and subsidised through a mixture of grant aid and low-interest loans, repayable after a sufficient period of time has passed to allow the householder to accumulate financial benefits from energy savings.",,1,53320_200705,2007,53320,Ireland,english,200705,MARPOR,TRUE,3,Labour Party,Labour,30,10.126,53320,0,0,0,1,0,1
32956_201803_3246,"La Direttiva Comunitaria 85/337/CEE (Direttiva del Consiglio del 27 giugno 1985, Valutazione dell’impatto ambientale di determinati progetti pubblici e privati) introduce in Europa, a seguito dell’esperienza Statunitense del 1969, La Valutazione d’Impatto quale strumento di Analisi sugli impatti potenziali prodotti dalle matrici antropiche.","Community Directive 85/337/EEC (Council Directive of 27 June 1985, Assessment of the environmental impact of certain public and private projects) introduces in Europe, following the US experience of 1969, Impact Assessment as a tool for Analysis of the potential impacts produced by anthropic matrices.",0,32956_201803,2018,32956,Italy,italian,201803,MARPOR,TRUE,5,Five Star Movement,M5S,95,32.165,32956,0,0,0,0,1,1
33610_201606_0309,"Una vez estabilizados los principales sectores energéticos, ahora es el momento de construir una política energética que mire a largo plazo, aproveche al máximo nuestros recursos, impulse la competitividad y la creación de empleo, haga la energía más accesible para todos y colabore en la lucha contra el cambio climático de forma eficien-te.","Once the main energy sectors have been stabilized, now is the time to build an energy policy that looks at the long term, makes the most of our resources, boosts competitiveness and job creation, makes energy more accessible for all and collaborates in the fight against climate change efficiently.",1,33610_201606,2016,33610,Spain,spanish,201606,MARPOR,TRUE,5,People's Party,PP,60,33.015,33610,0,1,0,1,0,1
21322_200706_4850,"-Rendre les normes de l’Organisation Internationale du Travail relatives au travail décent et les principes directeurs de l’OCDE à l’égard des multinationales contraignants pour garantir leurs responsabilités en matière de protection de l'environnement, de respect des normes fondamentales du travail et de promotion de la diversité culturelle.","-Make the standards of the International Labor Organization relating to decent work and the guiding principles of the OECD with regard to multinationals binding to guarantee their responsibilities in terms of environmental protection, respect for fundamental labor standards and promotion of cultural diversity.",0,21322_200706,2007,21322,Belgium,french,200706,MARPOR,TRUE,3,Francophone Socialist Party,PS,30,10.864,21322,0,0,0,0,1,1
23113_200906_0090,"Le réchauffement climatique et ses  effets néfastes, la crise financière et énergétique, ainsi que la crise alimentaire mondiale persistante illustrent les limites d‘un modèle économique mondial non réglementé, qui compromet les ressources naturelles et les conditions  de  vie  des  générations  actuelles  et  futures  à  l‘échelle  mondiale.","Global warming and its harmful effects, the financial and energy crisis, as well as the persistent global food crisis illustrate the limits of an unregulated global economic model, which compromises natural resources and the living conditions of current and future generations. global scale.",1,23113_200906,2009,23113,Luxembourg,french,200906,MARPOR,TRUE,3,The Greens,,10,11.704,23113,1,1,1,1,0,1
42110_201909_0157,"Ob mit Dekarbonisierungsstrategien für Unternehmen in öffentlicher Hand, durch Umstellung der Fuhrparks von Ministerien, Landesregierungen und Gemeinden, oder mit der regionalen, biologischen und gesunden Verpflegung von Schulen oder Krankenhäusern: Die öffentliche Hand ist sich ihrer Klima-Vorbildwirkung bewusst und nimmt sie konsequent wahr.","Whether with decarbonization strategies for publicly owned companies, by converting the vehicle fleets of ministries, state governments and municipalities, or with regional, organic and healthy catering for schools or hospitals: the public sector is aware of its role model effect on the climate and consistently takes it into account.",1,42110_201909,2019,42110,Austria,german,201909,MARPOR,TRUE,5,The Greens,GRÜNE,10,13.9,42110,0,1,0,1,0,1
97322_200809_1270,"Plan  mora  predvideti  nenehno  spremljanje  zdravstvenega  stanja  prebivalstva  s  pomočjo  epidemiološkega spremljanja epidemij z analizami vplivov okolja na zdravje ljudi, ter s spremljanjem  zdravja  zaposlenih, groženj  za  zdravje  zaradi  podnebnih  sprememb  ter  povečanega  cestnega  prometa in škodljivih učinkov zdravstvene oskrbe.","The plan must provide for continuous monitoring of the health status of the population by means of epidemiological monitoring of epidemics with analyzes of environmental impacts on human health, as well as monitoring the health of employees, threats to health due to climate change and increased road traffic and the harmful effects of medical care.",1,97322_200809,2008,97322,Slovenia,slovenian,200809,MARPOR,TRUE,3,Social Democratic Party,SD,30,30.45,97322,0,1,0,1,1,1
93951_201212_0264,"Conform principiului egalităţii de şanse, statul, prin autorităţile sale competente, să asigure ca minorităţile etnice să poată înfiinţa şi opera studiouri de radio şi televiziune private, comerciale şi confesionale şi să aibă acces direct la emisiunile de radio şi televiziune difuzate în alte ţări în limba etniei în cauză;","According to the principle of equal opportunities, the state, through its competent authorities, must ensure that ethnic minorities can establish and operate private, commercial and confessional radio and television studios and have direct access to radio and television broadcasts broadcast in other countries in the language the ethnic group in question;",0,93951_201212,2012,93951,Romania,romanian,201212,MARPOR,TRUE,4,Hungarian Democratic Alliance of Romania,UDMR/RMDSz,90,5.137,93951,0,0,0,1,0,1
21522_201006_6835,"Mettre en place une grande politique d’éducation et de sensibilisation multidimensionnelle et multi-sectorielle au développement durable et à la lutte contre le réchauffement climatique, ciblée notamment sur les avantages (aussi pour les consommateurs) d’opter pour des produits de qualité et à faible impact/à impact positif sur l’environnement,","Establish a major multidimensional and multi-sectoral education and awareness policy for sustainable development and the fight against global warming, targeted in particular on the advantages (also for consumers) of opting for quality and affordable products. low impact/positive impact on the environment,",1,21522_201006,2010,21522,Belgium,french,201006,MARPOR,TRUE,3,Humanist Democratic Centre,cdH,50,5.522,21522,1,1,1,1,1,1
